yearend,locationabbr,locationdesc,sex,stratification1,grade,question,data_value
2021,IL,Illinois,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2021,IL,Illinois,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2021,IL,Illinois,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,13.8
2021,IN,Indiana,Female,Female,,Percent of students in grades 9-12 who have obesity,15.6
2021,IN,Indiana,,9th,9th,Percent of students in grades 9-12 who have obesity,15.4
2021,IN,Indiana,,10th,10th,Percent of students in grades 9-12 who have obesity,16.2
2021,IN,Indiana,,11th,11th,Percent of students in grades 9-12 who have obesity,13.8
2021,IN,Indiana,,12th,12th,Percent of students in grades 9-12 who have obesity,25.7
2021,IN,Indiana,Male,Male,,Percent of students in grades 9-12 who have obesity,19.5
2021,IN,Indiana,,Total,,Percent of students in grades 9-12 who have obesity,17.6
2021,IN,Indiana,,2 or more races,,Percent of students in grades 9-12 who have obesity,26.1
2021,IN,Indiana,,Asian,,Percent of students in grades 9-12 who have obesity,
2021,IN,Indiana,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,19.2
2021,IN,Indiana,,Hispanic,,Percent of students in grades 9-12 who have obesity,19.2
2021,IN,Indiana,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2021,IN,Indiana,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2021,IN,Indiana,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,17.7
2021,KS,Kansas,Female,Female,,Percent of students in grades 9-12 who have obesity,14.1
2021,KS,Kansas,,9th,9th,Percent of students in grades 9-12 who have obesity,16.9
2021,KS,Kansas,,10th,10th,Percent of students in grades 9-12 who have obesity,16.5
2021,KS,Kansas,,11th,11th,Percent of students in grades 9-12 who have obesity,21.6
2021,KS,Kansas,,12th,12th,Percent of students in grades 9-12 who have obesity,12.5
2021,KS,Kansas,Male,Male,,Percent of students in grades 9-12 who have obesity,19.7
2021,KS,Kansas,,Total,,Percent of students in grades 9-12 who have obesity,17.0
2021,KS,Kansas,,2 or more races,,Percent of students in grades 9-12 who have obesity,16.3
2021,KS,Kansas,,Asian,,Percent of students in grades 9-12 who have obesity,18.7
2021,KS,Kansas,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,21.0
2021,KS,Kansas,,Hispanic,,Percent of students in grades 9-12 who have obesity,26.2
2021,KS,Kansas,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2021,KS,Kansas,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,29.4
2021,KS,Kansas,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,13.3
2021,KY,Kentucky,Female,Female,,Percent of students in grades 9-12 who have obesity,13.9
2021,KY,Kentucky,,9th,9th,Percent of students in grades 9-12 who have obesity,19.6
2021,KY,Kentucky,,10th,10th,Percent of students in grades 9-12 who have obesity,19.8
2021,KY,Kentucky,,11th,11th,Percent of students in grades 9-12 who have obesity,19.3
2021,KY,Kentucky,,12th,12th,Percent of students in grades 9-12 who have obesity,18.9
2021,KY,Kentucky,Male,Male,,Percent of students in grades 9-12 who have obesity,24.9
2021,KY,Kentucky,,Total,,Percent of students in grades 9-12 who have obesity,19.6
2021,KY,Kentucky,,2 or more races,,Percent of students in grades 9-12 who have obesity,19.2
2021,KY,Kentucky,,Asian,,Percent of students in grades 9-12 who have obesity,9.0
2021,KY,Kentucky,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,20.1
2021,KY,Kentucky,,Hispanic,,Percent of students in grades 9-12 who have obesity,21.4
2021,KY,Kentucky,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2021,KY,Kentucky,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,25.5
2021,KY,Kentucky,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,18.9
2021,LA,Louisiana,Female,Female,,Percent of students in grades 9-12 who have obesity,16.9
2021,LA,Louisiana,,9th,9th,Percent of students in grades 9-12 who have obesity,17.0
2021,LA,Louisiana,,10th,10th,Percent of students in grades 9-12 who have obesity,21.7
2021,LA,Louisiana,,11th,11th,Percent of students in grades 9-12 who have obesity,10.1
2021,LA,Louisiana,,12th,12th,Percent of students in grades 9-12 who have obesity,26.4
2021,LA,Louisiana,Male,Male,,Percent of students in grades 9-12 who have obesity,20.5
2021,LA,Louisiana,,Total,,Percent of students in grades 9-12 who have obesity,18.7
2021,LA,Louisiana,,2 or more races,,Percent of students in grades 9-12 who have obesity,14.4
2021,LA,Louisiana,,Asian,,Percent of students in grades 9-12 who have obesity,
2021,LA,Louisiana,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,22.6
2021,LA,Louisiana,,Hispanic,,Percent of students in grades 9-12 who have obesity,15.2
2021,LA,Louisiana,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2021,LA,Louisiana,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2021,LA,Louisiana,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,16.1
2021,MA,Massachusetts,Female,Female,,Percent of students in grades 9-12 who have obesity,9.6
2021,MA,Massachusetts,,9th,9th,Percent of students in grades 9-12 who have obesity,16.1
2021,MA,Massachusetts,,10th,10th,Percent of students in grades 9-12 who have obesity,13.5
2021,MA,Massachusetts,,11th,11th,Percent of students in grades 9-12 who have obesity,14.3
2021,MA,Massachusetts,,12th,12th,Percent of students in grades 9-12 who have obesity,10.5
2021,MA,Massachusetts,Male,Male,,Percent of students in grades 9-12 who have obesity,17.3
2021,MA,Massachusetts,,Total,,Percent of students in grades 9-12 who have obesity,13.6
2021,MA,Massachusetts,,2 or more races,,Percent of students in grades 9-12 who have obesity,12.6
2021,MA,Massachusetts,,Asian,,Percent of students in grades 9-12 who have obesity,8.1
2021,MA,Massachusetts,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,21.9
2021,MA,Massachusetts,,Hispanic,,Percent of students in grades 9-12 who have obesity,18.8
2021,MA,Massachusetts,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2021,MA,Massachusetts,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2021,MA,Massachusetts,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,11.3
2021,MD,Maryland,Female,Female,,Percent of students in grades 9-12 who have obesity,13.4
2021,MD,Maryland,,9th,9th,Percent of students in grades 9-12 who have obesity,15.8
2021,MD,Maryland,,10th,10th,Percent of students in grades 9-12 who have obesity,17.4
2021,MD,Maryland,,11th,11th,Percent of students in grades 9-12 who have obesity,14.4
2021,MD,Maryland,,12th,12th,Percent of students in grades 9-12 who have obesity,15.6
2021,MD,Maryland,Male,Male,,Percent of students in grades 9-12 who have obesity,18.4
2021,MD,Maryland,,Total,,Percent of students in grades 9-12 who have obesity,15.9
2021,MD,Maryland,,2 or more races,,Percent of students in grades 9-12 who have obesity,15.8
2021,MD,Maryland,,Asian,,Percent of students in grades 9-12 who have obesity,7.1
2021,MD,Maryland,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,19.7
2021,MD,Maryland,,Hispanic,,Percent of students in grades 9-12 who have obesity,20.6
2021,MD,Maryland,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,24.0
2021,MD,Maryland,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,20.4
2021,MD,Maryland,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,11.9
2021,ME,Maine,Female,Female,,Percent of students in grades 9-12 who have obesity,11.2
2021,ME,Maine,,9th,9th,Percent of students in grades 9-12 who have obesity,15.3
2021,ME,Maine,,10th,10th,Percent of students in grades 9-12 who have obesity,13.4
2021,ME,Maine,,11th,11th,Percent of students in grades 9-12 who have obesity,15.7
2021,ME,Maine,,12th,12th,Percent of students in grades 9-12 who have obesity,15.5
2021,ME,Maine,Male,Male,,Percent of students in grades 9-12 who have obesity,18.5
2021,ME,Maine,,Total,,Percent of students in grades 9-12 who have obesity,15.0
2021,ME,Maine,,2 or more races,,Percent of students in grades 9-12 who have obesity,22.1
2021,ME,Maine,,Asian,,Percent of students in grades 9-12 who have obesity,8.5
2021,ME,Maine,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,16.5
2021,ME,Maine,,Hispanic,,Percent of students in grades 9-12 who have obesity,20.3
2021,ME,Maine,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2021,ME,Maine,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,23.3
2021,ME,Maine,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,14.6
2021,MI,Michigan,Female,Female,,Percent of students in grades 9-12 who have obesity,12.4
2021,MI,Michigan,,9th,9th,Percent of students in grades 9-12 who have obesity,15.4
2021,MI,Michigan,,10th,10th,Percent of students in grades 9-12 who have obesity,17.6
2021,MI,Michigan,,11th,11th,Percent of students in grades 9-12 who have obesity,16.1
2021,MI,Michigan,,12th,12th,Percent of students in grades 9-12 who have obesity,12.8
2021,MI,Michigan,Male,Male,,Percent of students in grades 9-12 who have obesity,18.6
2021,MI,Michigan,,Total,,Percent of students in grades 9-12 who have obesity,15.6
2021,MI,Michigan,,2 or more races,,Percent of students in grades 9-12 who have obesity,18.0
2021,MI,Michigan,,Asian,,Percent of students in grades 9-12 who have obesity,9.4
2021,MI,Michigan,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,23.2
2021,MI,Michigan,,Hispanic,,Percent of students in grades 9-12 who have obesity,20.3
2021,MI,Michigan,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2021,MI,Michigan,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,21.7
2021,MI,Michigan,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,13.0
2021,MN,Minnesota,Female,Female,,Percent of students in grades 9-12 who have obesity,
2021,MN,Minnesota,,9th,9th,Percent of students in grades 9-12 who have obesity,
2021,MN,Minnesota,,10th,10th,Percent of students in grades 9-12 who have obesity,
2021,MN,Minnesota,,11th,11th,Percent of students in grades 9-12 who have obesity,
2021,MN,Minnesota,,12th,12th,Percent of students in grades 9-12 who have obesity,
2021,MN,Minnesota,Male,Male,,Percent of students in grades 9-12 who have obesity,
2021,MN,Minnesota,,Total,,Percent of students in grades 9-12 who have obesity,
2021,MN,Minnesota,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2021,MN,Minnesota,,Asian,,Percent of students in grades 9-12 who have obesity,
2021,MN,Minnesota,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,
2021,MN,Minnesota,,Hispanic,,Percent of students in grades 9-12 who have obesity,
2021,MN,Minnesota,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2021,MN,Minnesota,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2021,MN,Minnesota,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,
2021,MO,Missouri,Female,Female,,Percent of students in grades 9-12 who have obesity,10.9
2021,MO,Missouri,,9th,9th,Percent of students in grades 9-12 who have obesity,17.3
2021,MO,Missouri,,10th,10th,Percent of students in grades 9-12 who have obesity,19.0
2021,MO,Missouri,,11th,11th,Percent of students in grades 9-12 who have obesity,13.6
2021,MO,Missouri,,12th,12th,Percent of students in grades 9-12 who have obesity,17.2
2021,MO,Missouri,Male,Male,,Percent of students in grades 9-12 who have obesity,22.4
2021,MO,Missouri,,Total,,Percent of students in grades 9-12 who have obesity,16.9
2021,MO,Missouri,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2021,MO,Missouri,,Asian,,Percent of students in grades 9-12 who have obesity,
2021,MO,Missouri,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,24.2
2021,MO,Missouri,,Hispanic,,Percent of students in grades 9-12 who have obesity,17.2
2021,MO,Missouri,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2021,MO,Missouri,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2021,MO,Missouri,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,14.8
2021,MS,Mississippi,Female,Female,,Percent of students in grades 9-12 who have obesity,18.5
2021,MS,Mississippi,,9th,9th,Percent of students in grades 9-12 who have obesity,25.3
2021,MS,Mississippi,,10th,10th,Percent of students in grades 9-12 who have obesity,21.1
2021,MS,Mississippi,,11th,11th,Percent of students in grades 9-12 who have obesity,22.8
2021,MS,Mississippi,,12th,12th,Percent of students in grades 9-12 who have obesity,23.1
2021,MS,Mississippi,Male,Male,,Percent of students in grades 9-12 who have obesity,28.0
2021,MS,Mississippi,,Total,,Percent of students in grades 9-12 who have obesity,23.2
2021,MS,Mississippi,,2 or more races,,Percent of students in grades 9-12 who have obesity,32.5
2021,MS,Mississippi,,Asian,,Percent of students in grades 9-12 who have obesity,
2021,MS,Mississippi,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,26.3
2021,MS,Mississippi,,Hispanic,,Percent of students in grades 9-12 who have obesity,24.9
2021,MS,Mississippi,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2021,MS,Mississippi,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2021,MS,Mississippi,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,19.7
2021,MT,Montana,Female,Female,,Percent of students in grades 9-12 who have obesity,8.6
2021,MT,Montana,,9th,9th,Percent of students in grades 9-12 who have obesity,12.7
2021,MT,Montana,,10th,10th,Percent of students in grades 9-12 who have obesity,12.0
2021,MT,Montana,,11th,11th,Percent of students in grades 9-12 who have obesity,12.4
2021,MT,Montana,,12th,12th,Percent of students in grades 9-12 who have obesity,9.9
2021,MT,Montana,Male,Male,,Percent of students in grades 9-12 who have obesity,14.9
2021,MT,Montana,,Total,,Percent of students in grades 9-12 who have obesity,11.8
2021,MT,Montana,,2 or more races,,Percent of students in grades 9-12 who have obesity,18.3
2021,MT,Montana,,Asian,,Percent of students in grades 9-12 who have obesity,0.0
2021,MT,Montana,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,18.5
2021,MT,Montana,,Hispanic,,Percent of students in grades 9-12 who have obesity,11.7
2021,MT,Montana,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2021,MT,Montana,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,21.6
2021,MT,Montana,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,10.1
2021,NC,North Carolina,Female,Female,,Percent of students in grades 9-12 who have obesity,16.9
2021,NC,North Carolina,,9th,9th,Percent of students in grades 9-12 who have obesity,16.6
2021,NC,North Carolina,,10th,10th,Percent of students in grades 9-12 who have obesity,19.0
2021,NC,North Carolina,,11th,11th,Percent of students in grades 9-12 who have obesity,18.2
2021,NC,North Carolina,,12th,12th,Percent of students in grades 9-12 who have obesity,23.7
2021,NC,North Carolina,Male,Male,,Percent of students in grades 9-12 who have obesity,21.0
2021,NC,North Carolina,,Total,,Percent of students in grades 9-12 who have obesity,19.0
2021,NC,North Carolina,,2 or more races,,Percent of students in grades 9-12 who have obesity,19.3
2021,NC,North Carolina,,Asian,,Percent of students in grades 9-12 who have obesity,6.2
2021,NC,North Carolina,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,19.1
2021,NC,North Carolina,,Hispanic,,Percent of students in grades 9-12 who have obesity,25.3
2021,NC,North Carolina,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2021,NC,North Carolina,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2021,NC,North Carolina,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,18.0
2021,ND,North Dakota,Female,Female,,Percent of students in grades 9-12 who have obesity,13.7
2021,ND,North Dakota,,9th,9th,Percent of students in grades 9-12 who have obesity,16.4
2021,ND,North Dakota,,10th,10th,Percent of students in grades 9-12 who have obesity,15.0
2021,ND,North Dakota,,11th,11th,Percent of students in grades 9-12 who have obesity,15.5
2021,ND,North Dakota,,12th,12th,Percent of students in grades 9-12 who have obesity,17.9
2021,ND,North Dakota,Male,Male,,Percent of students in grades 9-12 who have obesity,18.7
2021,ND,North Dakota,,Total,,Percent of students in grades 9-12 who have obesity,16.3
2021,ND,North Dakota,,2 or more races,,Percent of students in grades 9-12 who have obesity,16.9
2021,ND,North Dakota,,Asian,,Percent of students in grades 9-12 who have obesity,
2021,ND,North Dakota,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,23.0
2021,ND,North Dakota,,Hispanic,,Percent of students in grades 9-12 who have obesity,26.2
2021,ND,North Dakota,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2021,ND,North Dakota,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,30.1
2021,ND,North Dakota,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,13.6
2021,NE,Nebraska,Female,Female,,Percent of students in grades 9-12 who have obesity,15.9
2021,NE,Nebraska,,9th,9th,Percent of students in grades 9-12 who have obesity,18.3
2021,NE,Nebraska,,10th,10th,Percent of students in grades 9-12 who have obesity,20.4
2021,NE,Nebraska,,11th,11th,Percent of students in grades 9-12 who have obesity,15.7
2021,NE,Nebraska,,12th,12th,Percent of students in grades 9-12 who have obesity,22.2
2021,NE,Nebraska,Male,Male,,Percent of students in grades 9-12 who have obesity,22.1
2021,NE,Nebraska,,Total,,Percent of students in grades 9-12 who have obesity,19.2
2021,NE,Nebraska,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2021,NE,Nebraska,,Asian,,Percent of students in grades 9-12 who have obesity,
2021,NE,Nebraska,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,
2021,NE,Nebraska,,Hispanic,,Percent of students in grades 9-12 who have obesity,31.2
2021,NE,Nebraska,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2021,NE,Nebraska,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2021,NE,Nebraska,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,16.3
2021,NH,New Hampshire,Female,Female,,Percent of students in grades 9-12 who have obesity,10.1
2021,NH,New Hampshire,,9th,9th,Percent of students in grades 9-12 who have obesity,14.1
2021,NH,New Hampshire,,10th,10th,Percent of students in grades 9-12 who have obesity,12.4
2021,NH,New Hampshire,,11th,11th,Percent of students in grades 9-12 who have obesity,13.6
2021,NH,New Hampshire,,12th,12th,Percent of students in grades 9-12 who have obesity,13.0
2021,NH,New Hampshire,Male,Male,,Percent of students in grades 9-12 who have obesity,16.2
2021,NH,New Hampshire,,Total,,Percent of students in grades 9-12 who have obesity,13.3
2021,NH,New Hampshire,,2 or more races,,Percent of students in grades 9-12 who have obesity,11.2
2021,NH,New Hampshire,,Asian,,Percent of students in grades 9-12 who have obesity,8.7
2021,NH,New Hampshire,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,17.9
2021,NH,New Hampshire,,Hispanic,,Percent of students in grades 9-12 who have obesity,19.0
2021,NH,New Hampshire,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2021,NH,New Hampshire,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,14.5
2021,NH,New Hampshire,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,12.9
2021,NJ,New Jersey,Female,Female,,Percent of students in grades 9-12 who have obesity,11.2
2021,NJ,New Jersey,,9th,9th,Percent of students in grades 9-12 who have obesity,13.6
2021,NJ,New Jersey,,10th,10th,Percent of students in grades 9-12 who have obesity,16.7
2021,NJ,New Jersey,,11th,11th,Percent of students in grades 9-12 who have obesity,10.9
2021,NJ,New Jersey,,12th,12th,Percent of students in grades 9-12 who have obesity,14.0
2021,NJ,New Jersey,Male,Male,,Percent of students in grades 9-12 who have obesity,17.0
2021,NJ,New Jersey,,Total,,Percent of students in grades 9-12 who have obesity,13.8
2021,NJ,New Jersey,,2 or more races,,Percent of students in grades 9-12 who have obesity,6.3
2021,NJ,New Jersey,,Asian,,Percent of students in grades 9-12 who have obesity,11.1
2021,NJ,New Jersey,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,24.6
2021,NJ,New Jersey,,Hispanic,,Percent of students in grades 9-12 who have obesity,14.8
2021,NJ,New Jersey,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2021,NJ,New Jersey,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2021,NJ,New Jersey,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,10.9
2021,NM,New Mexico,Female,Female,,Percent of students in grades 9-12 who have obesity,15.6
2021,NM,New Mexico,,9th,9th,Percent of students in grades 9-12 who have obesity,22.0
2021,NM,New Mexico,,10th,10th,Percent of students in grades 9-12 who have obesity,20.9
2021,NM,New Mexico,,11th,11th,Percent of students in grades 9-12 who have obesity,18.4
2021,NM,New Mexico,,12th,12th,Percent of students in grades 9-12 who have obesity,17.8
2021,NM,New Mexico,Male,Male,,Percent of students in grades 9-12 who have obesity,24.2
2021,NM,New Mexico,,Total,,Percent of students in grades 9-12 who have obesity,20.0
2021,NM,New Mexico,,2 or more races,,Percent of students in grades 9-12 who have obesity,20.0
2021,NM,New Mexico,,Asian,,Percent of students in grades 9-12 who have obesity,3.8
2021,NM,New Mexico,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,17.3
2021,NM,New Mexico,,Hispanic,,Percent of students in grades 9-12 who have obesity,19.6
2021,NM,New Mexico,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2021,NM,New Mexico,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,32.3
2021,NM,New Mexico,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,15.5
2021,NV,Nevada,Female,Female,,Percent of students in grades 9-12 who have obesity,11.0
2021,NV,Nevada,,9th,9th,Percent of students in grades 9-12 who have obesity,17.6
2021,NV,Nevada,,10th,10th,Percent of students in grades 9-12 who have obesity,15.0
2021,NV,Nevada,,11th,11th,Percent of students in grades 9-12 who have obesity,12.9
2021,NV,Nevada,,12th,12th,Percent of students in grades 9-12 who have obesity,18.5
2021,NV,Nevada,Male,Male,,Percent of students in grades 9-12 who have obesity,20.5
2021,NV,Nevada,,Total,,Percent of students in grades 9-12 who have obesity,15.9
2021,NV,Nevada,,2 or more races,,Percent of students in grades 9-12 who have obesity,11.8
2021,NV,Nevada,,Asian,,Percent of students in grades 9-12 who have obesity,6.8
2021,NV,Nevada,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,21.1
2021,NV,Nevada,,Hispanic,,Percent of students in grades 9-12 who have obesity,19.5
2021,NV,Nevada,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2021,NV,Nevada,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2021,NV,Nevada,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,10.2
2021,NY,New York,Female,Female,,Percent of students in grades 9-12 who have obesity,12.3
2021,NY,New York,,9th,9th,Percent of students in grades 9-12 who have obesity,16.2
2021,NY,New York,,10th,10th,Percent of students in grades 9-12 who have obesity,17.8
2021,NY,New York,,11th,11th,Percent of students in grades 9-12 who have obesity,15.1
2021,NY,New York,,12th,12th,Percent of students in grades 9-12 who have obesity,15.3
2021,NY,New York,Male,Male,,Percent of students in grades 9-12 who have obesity,19.6
2021,NY,New York,,Total,,Percent of students in grades 9-12 who have obesity,16.1
2021,NY,New York,,2 or more races,,Percent of students in grades 9-12 who have obesity,18.5
2021,NY,New York,,Asian,,Percent of students in grades 9-12 who have obesity,6.3
2021,NY,New York,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,18.9
2021,NY,New York,,Hispanic,,Percent of students in grades 9-12 who have obesity,20.1
2021,NY,New York,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2021,NY,New York,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,19.3
2021,NY,New York,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,14.7
2021,OH,Ohio,Female,Female,,Percent of students in grades 9-12 who have obesity,14.0
2021,OH,Ohio,,9th,9th,Percent of students in grades 9-12 who have obesity,19.9
2021,OH,Ohio,,10th,10th,Percent of students in grades 9-12 who have obesity,14.4
2021,OH,Ohio,,11th,11th,Percent of students in grades 9-12 who have obesity,14.9
2021,OH,Ohio,,12th,12th,Percent of students in grades 9-12 who have obesity,25.9
2021,OH,Ohio,Male,Male,,Percent of students in grades 9-12 who have obesity,23.2
2021,OH,Ohio,,Total,,Percent of students in grades 9-12 who have obesity,18.8
2021,OH,Ohio,,2 or more races,,Percent of students in grades 9-12 who have obesity,16.0
2021,OH,Ohio,,Asian,,Percent of students in grades 9-12 who have obesity,
2021,OH,Ohio,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,23.8
2021,OH,Ohio,,Hispanic,,Percent of students in grades 9-12 who have obesity,38.8
2021,OH,Ohio,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2021,OH,Ohio,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2021,OH,Ohio,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,15.7
2021,OK,Oklahoma,Female,Female,,Percent of students in grades 9-12 who have obesity,13.0
2021,OK,Oklahoma,,9th,9th,Percent of students in grades 9-12 who have obesity,19.6
2021,OK,Oklahoma,,10th,10th,Percent of students in grades 9-12 who have obesity,17.4
2021,OK,Oklahoma,,11th,11th,Percent of students in grades 9-12 who have obesity,17.2
2021,OK,Oklahoma,,12th,12th,Percent of students in grades 9-12 who have obesity,16.2
2021,OK,Oklahoma,Male,Male,,Percent of students in grades 9-12 who have obesity,21.9
2021,OK,Oklahoma,,Total,,Percent of students in grades 9-12 who have obesity,17.6
2021,OK,Oklahoma,,2 or more races,,Percent of students in grades 9-12 who have obesity,16.4
2021,OK,Oklahoma,,Asian,,Percent of students in grades 9-12 who have obesity,13.8
2021,OK,Oklahoma,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,25.5
2021,OK,Oklahoma,,Hispanic,,Percent of students in grades 9-12 who have obesity,22.4
2021,OK,Oklahoma,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2021,OK,Oklahoma,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,12.6
2021,OK,Oklahoma,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,15.9
2021,OR,Oregon,Female,Female,,Percent of students in grades 9-12 who have obesity,
2021,OR,Oregon,,9th,9th,Percent of students in grades 9-12 who have obesity,
2021,OR,Oregon,,10th,10th,Percent of students in grades 9-12 who have obesity,
2021,OR,Oregon,,11th,11th,Percent of students in grades 9-12 who have obesity,
2021,OR,Oregon,,12th,12th,Percent of students in grades 9-12 who have obesity,
2021,OR,Oregon,Male,Male,,Percent of students in grades 9-12 who have obesity,
2021,OR,Oregon,,Total,,Percent of students in grades 9-12 who have obesity,
2021,OR,Oregon,,2 or more races,,Percent of students in grades 9-12 who have obesity,
2021,OR,Oregon,,Asian,,Percent of students in grades 9-12 who have obesity,
2021,OR,Oregon,,Non-Hispanic Black,,Percent of students in grades 9-12 who have obesity,
2021,OR,Oregon,,Hispanic,,Percent of students in grades 9-12 who have obesity,
2021,OR,Oregon,,Hawaiian/Pacific Islander,,Percent of students in grades 9-12 who have obesity,
2021,OR,Oregon,,American Indian/Alaska Native,,Percent of students in grades 9-12 who have obesity,
2021,OR,Oregon,,Non-Hispanic White,,Percent of students in grades 9-12 who have obesity,
